molecule,smiles,target_affinity,antitarget_affinity,weighted_score
8DC9AD4DCF28605D_85C5AD4B43253101_6027_UN,C3C[C@H]2CN(CC1=C(C=CC=N1)N2C3)[S](=O)(=O)C4=CC5=C(C=C4)N=C([NH]5)C6=CC=CC=C6,6.702863693237305,7.340778470039368,1.197279840707779
133C5CF6403A2104_1E9945ADA9F27F6C_2267_UN,CC1=NC5=C(C=C1)C=C(C#CC2=CC3=C(C=C2)C4=C(C3)C=CC=C4)C=C5,6.423890590667725,6.979177117347717,1.1895077526569366
45E5A295BF283519_94A061AE67291269_7015_UN,C1N(CC2C1C3COCC23)[S](=O)(=O)C4=CC5=C(C=C4)N=C([NH]5)C6=CC=CC=C6,6.724737644195557,7.384566307067871,1.1863129138946533
633E2D8C7F8AC454_9ACFAA2A30ADCD4F_6005_UN,ClC2=C1C=CC(=CC1=NC=C2C#N)C3=CC4=C(C=C3)CC5=C4C=CC=C5,6.457876205444336,7.064665794372559,1.159376859664917
E72991BD0F374E35_4C238E706F3694E1_6026_UN,[S](=O)(=O)(C1=CC2=C(C=C1)C3=C(C2)C=CC=C3)NC6CCC4=C(C=NC(=N4)C5=CC=CC=C5)C6,6.7124104499816895,7.4191824197769165,1.148023635149002
4E7743D237D887E0_91B133B13FDB2F14_6005_UN,ClC2=C1C(=CC=CC1=NC=C2C#N)C3=CC4=C(C=C3)CC5=C4C=CC=C5,6.42507266998291,7.0379180908203125,1.1466341018676758
250583312C10D9E8_CD63B0DC481B2B98_7015_UN,N(C3CCC1=C(C=NC(=N1)C2=CC=CC=C2)C3)[S](=O)(=O)C4=CC5=C(C=C4)N=C([NH]5)C6=CC=CC=C6,6.725375652313232,7.448115706443787,1.1392888724803925
FEC6980759A0CD54_8B4D75DA2531F28F_2201_UN,C12=NC4=C(C(=C1CCC3=C2C=CC(=C3)C#N)C)C=NC5=C4C=C(C=C5)Br,6.295034885406494,6.880173563957214,1.1349047124385834
5EA4BE8E1F1A7D92_119C130E0D212458_2201_UN,C12=NC4=C(C(=C1CCC3=C2N=CC(=C3)C#N)C)C=NC5=C4C=C(C=C5)Br,6.292407035827637,6.885185480117798,1.1285179257392883
16E05FFCF111AE62_B8C101E617F4E10E_7015_UN,C2C[N]1C=CC=C1CN(C2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5,6.291360855102539,6.885966897010803,1.1268856823444366
D0EF39F234BFCD80_F11872211DF72E13_2201_UN,ClC1=CC2=C(C=C1)[NH]C5=C2CCC6=C3C=CN(C)C4=C3C(=NC=N4)N=C56,6.291090965270996,6.886205077171326,1.1264371573925018
20D53EB7218D27E8_26929D2ACF4BFC1A_2201_UN,BrC1=CC2=C(C=C1)[NH]C5=C2CCC6=C3C=CN(C)C4=C3C(=NC=N4)N=C56,6.291090488433838,6.886205077171326,1.1264366805553436
69CED617B4FB352E_34E5AA1898EF65E2_6026_UN,[S](=O)(=O)(C1=C(C#N)SC2=C1C=CC=C2)NC5CCC3=C(C=NC(=N3)C4=CC=CC=C4)C5,6.768523216247559,7.5263224840164185,1.1237813532352448
3F26FE71C18DE41A_A72004A788503DF9_6026_UN,[S](=O)(=O)(C2=C[N]1N=CC(=C1N=C2)C#N)NC5CCC3=C(C=NC(=N3)C4=CC=CC=C4)C5,6.783769607543945,7.547149658203125,1.1234073638916016
31EDA9B364283D51_AB7AA553609A29CA_2201_UN,C12=NC5=C4C(=C1CCCC3=C2C=CC(=C3)C#N)CCC4=CC6=C5CCC6,6.049419403076172,6.581543326377869,1.1132619082927704
AB3898B3DABD1187_17A20C8D0E2E0E19_6026_UN,[S](=O)(=O)(C2=CC1=C(C(=CN=C1)Br)S2)NC5CCC3=C(C=NC(=N3)C4=CC=CC=C4)C5,6.772613525390625,7.551279187202454,1.1091541349887848
B61D25D96AB8C3DC_E591A6E865DB8864_2201_UN,ClC3=C(C=C2C1=NC5=C4C(=C1CCC2=N3)CCC4=CC6=C5CCC6)C#N,6.237398624420166,6.840392589569092,1.1071041822433472
34F581C584D17FA7_53472B4A2E391AE9_6027_UN,N(C2CCC1OCCC1C2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5,6.649968147277832,7.405551791191101,1.0958043038845062
228ED6C1A90EABB2_D99048C1F0C916FF_7015_UN,C3CCC2N(C1=C(C=CC=C1)CC2C3)[S](=O)(=O)C5=C4C=CN=CC4=CC=C5,6.238529205322266,6.861722230911255,1.0922375321388245
36B84EE4C46635A2_85D60956896BC358_2201_UN,ClC2=C1[NH]C5=C(C1=CC=C2)CCC6=C3C=CN(C)C4=C3C(=NC=N4)N=C56,6.1312150955200195,6.720678687095642,1.090706080198288
481F58A2E2361051_A8605DF910CBED84_2201_UN,CCCCCCCCC1CCC2=C(C3=C(N=C12)SC4=C3CCC4)C5CC5,6.32501220703125,6.985874056816101,1.0856066644191742
76FBC64C50DA43F4_08B4A8045453F479_2201_UN,C12=NC5=C(C(=C1CC4C3=C(C=CC=C23)NC4)C)C=NC6=C5C=C(C=C6)Br,6.183738708496094,6.799249053001404,1.084301918745041
0AD716B3558DFDDE_46BFA32CB2843FBF_7015_UN,C1CCC(N(C1)[S](=O)(=O)C2=CC3=C(C=C2)N=C([NH]3)C4=CC=CC=C4)C5=NC(=CS5)C6=NC=CC=C6,6.60577392578125,7.370020270347595,1.0782587230205536
1AE5E2496AB40DCC_251D871663C75AF6_2201_UN,ClC3=C2CC1=C(C4=C(N=C1C2=CC(=C3)Br)N=CC=C4)C5=CC(=CC(=C5)F)F,6.483482360839844,7.211073637008667,1.0751771330833435
644B2524AA272F0A_7CA0ED4B007926D1_6026_UN,[S](=O)(=O)(C1=CC2=C(C=C1)C3=C(C2)C=CC=C3)NC4=CC(=CC=C4)C5=NC(=NO5)C6CC6,6.53304386138916,7.283360719680786,1.0705233216285706
19711B26AECFC7E4_A2B40E41D4E3135F_2201_UN,FC1=C(C=CC2=C1CC3=C(C4=C(N=C23)C=CC=C4)C5=CC=C(C=C5)F)Br,6.210123062133789,6.854975938796997,1.0688911080360413
964070A29B22DD64_9785ABF91099A6F8_6039_UN,O(C(C2=NC1=C(C=CC=C1)[NH]2)C3=CC=CC=C3)CCCCCCCCCCCCCCCCCC,6.193610668182373,6.842660188674927,1.061615526676178
BCFE402A15DCFC5E_9E492A95C543125C_6026_UN,[S](=O)(=O)(C1=CC=C(S1)C2=CC=C(Br)S2)NC5CCC3=C(C=NC(=N3)C4=CC=CC=C4)C5,6.749690532684326,7.587303638458252,1.0592128038406372
4965ECEFA62E2FAF_2ECCF98C47E1CD3B_7015_UN,N(CC13C4C2C5C(C12)C3C45)[S](=O)(=O)C6=CC7=C(C=C6)N=C([NH]7)C8=CC=CC=C8,6.595168590545654,7.383047580718994,1.0578829050064087
981D2B8FBED28731_C8C7ED6EABE61666_7015_UN,N(C2CC1CCOCC1CC2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5,6.569394588470459,7.350661873817444,1.056398183107376
F8E9DABA37B0FF28_179B2E82821E964D_2201_UN,FC1=CC3=C(C(=C1)F)C2=NC5=C4C(=C2CCO3)CCC4=CC6=C5CCC6,6.002645492553711,6.596366763114929,1.055370420217514
05D821A3D8C77935_F171165DB1ADCABC_2201_UN,FC1=CC2=C(C=C1)[NH]C3=C2CCC4=C(C5=C(N=C34)SC=C5)C6=CC=CC=C6,6.299195289611816,6.992321610450745,1.054954081773758
D813AFB838DB3409_08DE5C237333666C_6026_UN,[S](=O)(=O)(C1=CC2=C(C=C1)C3=C(O2)C=CC=C3)N6CC(C4=NC(=NO4)C5=CC=C(F)C=C5)CCC6,6.491024017333984,7.248921155929565,1.0543331503868103
86BA4A64E9C18E63_D5517BA3FEC81ABF_7015_UN,ClC1=CC7=C(C=C1)[C](=[C]2CC[N](CC2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5)C6=C(C=CC=N6)CC7,6.557553291320801,7.339936137199402,1.0526011884212494
CB11AE7D1DB1EEA4_216DFAC130C17E9D_6026_UN,[S](=O)(=O)(C1=CC(=C(C=C1)Br)C#N)NC4CCC2=C(C=NC(=N2)C3=CC=CC=C3)C4,6.616314888000488,7.424432873725891,1.04799023270607
531F4078CAA20597_DF3413B9600C0CB3_7015_UN,C1CCC(N(C1)[S](=O)(=O)C2=CC3=C(C=C2)OCCC3)C4=NC(=CS4)C5=NC=CC=C5,6.510462760925293,7.28752338886261,1.0448202192783356
DD4257AD78493194_947A286C4B344C6C_6041_UN,CC2=C(C1=NC7=C([N]1C(=C2)C3=CC=C(C=C3)NC6CCC4=C(C=NC(=N4)C5=CC=CC=C5)C6)C=CC=C7)C#N,6.734983444213867,7.587089776992798,1.0446661114692688
D0EE6881B6CA88F5_F9D784B86FA868F2_2201_UN,C34=NC1=C(C2=C(S1)CCC2)C(=C3CC5=C4SC=C5)C6=CC=C(C=C6)C#N,6.280583381652832,6.984808683395386,1.0419768691062927
8DDDB188CB79EBEA_5C431C94D57BED22_6028_UN,C1C2(C1)C7=C(CN(C2)[S](C3=NN=C(O3)C5=C4C=CC=CC4=NC(=C5)C6=CC=CS6)(=O)=O)C=CC=C7,6.637341499328613,7.4660804271698,1.0377811789512634
19BC53DE1034DBA4_420A6AC7F3A5FAF8_2201_UN,ClC3=CC(=C2CC1=C(C4=C(N=C1C2=C3)SC5=C4CCC5)C6=CC=C(C=C6)Cl)Br,6.4927449226379395,7.27728271484375,1.034782886505127
C6856386A0FB0105_E5D3681B3D60D54E_2201_UN,C34=NC1=C(C2=C(S1)CCC2)C(=C3CC5=C4C=N[NH]5)C6=CC=C(C=C6)C#N,6.349058151245117,7.086986541748047,1.033818244934082
BAB1DDF8567C76E3_C638068EC66A8938_2238_UN,N2C5CCC1=C(C(=CC(=C1)Br)C23C(NC4=C3C=C([S](Cl)(=O)=O)C=C4)=O)C5,6.475030422210693,7.255000829696655,1.033779799938202
89B80757C69AF0C5_B5DFC9F795367732_6026_UN,[S](=O)(=O)(C2=CC1=C(C(=CN=C1)Br)S2)N3CCC(CC3)C4=NC(=CC=N4)C5CCOCC5,6.656871795654297,7.5021398067474365,1.0302669405937195
8B4F800357B91289_421FE68EDBB074AC_6041_UN,C2(=C1N=NSC1=CC=C2)NC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,5.72544527053833,6.263324499130249,1.0279518961906433
278A262D5724AFD1_A0C5FB3F35A99BEE_6035_UN,C[S](=O)(=O)[C@@H]1C[C@]1(COC2=CC(=CC=C2)C3=NC(=C([NH]3)C4=CC=C(C=C4)C5=CC=CC=C5)C6=CC=C(C=C6)C7=CC=CC=C7)C#N,6.577049255371094,7.400812268257141,1.026440054178238
3CD80200BFB20B79_B26EAB385437972B_2201_UN,BrC1=CC2=C(C=C1)OCC3=C(C4=C(N=C23)C=CC=C4)C5=CC=C(C=C5)F,5.968487739562988,6.591158866882324,1.0251185894012451
CBCB0A9DDD270CEC_8C37CC9681C26815_6029_UN,C1CC(CCN1[S](C2=CC=CC(=C2)C[B-](F)(F)F)(=O)=O)C3=NC(=CC=N3)C4=CN=CN=C4,6.636819839477539,7.486206889152527,1.022164672613144
4A66709B3D7675C2_21F4B8C73AFD22D1_6039_UN,O(C1(CCOCC1)C2=CC=CC=C2)CCC[S](=O)(=O)C4=NC3=C(C=CC=C3)S4,6.19534969329834,6.899037599563599,1.0210714936256409
2D7CBEB2FD485EE7_6818907D755543C8_6026_UN,[S](=O)(=O)(C1=C(C=CC=C1)C2=CC=NO2)N5C4=C(C=C(C3=CSC(=N3)C)C=C4)CC5,6.4315338134765625,7.214995741844177,1.0202870070934296
7F008EEEFE51A3FE_18B3E5C966DFC870_6039_UN,CC1=C2C(=NC=C1)C(=CC=C2)OCCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4,6.05439567565918,6.712478041648865,1.0200371444225311
9AD77F1B3C9573F6_CE600DDD8B976DF4_6041_UN,C2(=C1C4=C(SC1=NC(=N2)C3=CN=CC=C3)CCCC4)NCCCCCCCCCCCCCCCCCC,6.421860694885254,7.202865481376648,1.019711583852768
DD3C1A8BB4F09DB3_B4A56537C20B81D0_6041_UN,CC2=C(C1=NC7=C([N]1C(=C2)C3=CC=C(C=C3)NC5CCC4=NC(=C[N]4C5)C6=C(C=C(C=C6)F)F)C=CC=C7)C#N,6.762813568115234,7.65765905380249,1.0195692777633667
BCCBC3F1556475CA_A2A45971EF7BC211_7015_UN,N(C2CCC1=C([N](N=C1)CCCC(F)(F)F)C2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5,6.634784698486328,7.487600207328796,1.0190845429897308
B0BEB2C5C6E47D35_AAC07070E0D711EC_6026_UN,[S](=O)(=O)(C1=N[NH]C2=C1C=CC=N2)N5CCC(C3=CSC(=N3)C4=CC=C(Cl)C=C4)CC5,6.60089635848999,7.44291877746582,1.018707275390625
DDD178958D14FAB4_F2FA683C1A4511E7_6029_UN,CO[C@H]1CN([C@@H](C1)C2=NN=C3CCC[N]23)[S](C4=CC=CC(=C4)C[B-](F)(F)F)(=O)=O,6.565102577209473,7.3965219259262085,1.0177111327648163
175A84180DC64F1E_1AE2CBFEFA3FD929_6029_UN,C(N(CC1=CC=CC=C1)C2C3CN(CC23)[S](C5=N[N]4C=C(N=C4S5)C6=CN=CC=C6)(=O)=O)C7=CC=CC=C7,6.549015998840332,7.37596333026886,1.0170435011386871
20BC817AC231BCBE_30131AF16444DE31_6041_UN,CC2=C(C1=NC7=C([N]1C(=C2)C3=CC=C(C=C3)NC4=CC5=C(C=C4)[N](C=N5)C6=CC=CC=C6)C=CC=C7)C#N,6.44365119934082,7.236110329627991,1.0165684521198273
129BA9862BDD3143_8C018220D038129C_7015_UN,N(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)C3CC3)[S](=O)(=O)C4=CC5=C(C=C4)N=C([NH]5)C6=CC=CC=C6,6.521572113037109,7.340708017349243,1.016041100025177
15B4692D2F7169CB_ADF416771F7D2212_6031_UN,O(C(=O)C1=C[N]2C(=N1)C(CCC2)NC(=O)OCC3C5=C(C4=C3C=CC=C4)C=CC=C5)CC[S](F)(F)(F)(F)F,6.525367736816406,7.3459166288375854,1.0159302651882172
17906E20E126FD5D_A729CE7119DBA036_6028_UN,C1C2(C1)C7=C(CN(C2)[S](C3=NN=C(O3)C5=C4C=CC=CC4=NC(=C5)C6=CC=C(C=C6)Cl)(=O)=O)C=CC=C7,6.625430583953857,7.4831743240356445,1.013049840927124
53C6AE8F35EADBD6_816C405478A15380_6041_UN,C1(=CC2=C(C=C1)N=NS2)NC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,5.654581069946289,6.192199230194092,1.0104316473007202
9845067737F281A8_E18620399EA5A73A_7015_UN,N(C(C1=CC=C(C=C1)Cl)C2=C(C=CC=C2)C3CC3)[S](=O)(=O)C4=CC5=C(C=C4)N=C([NH]5)C6=CC=CC=C6,6.522108554840088,7.351185202598572,1.008719652891159
725E2EC1BBD6B216_1E4B92C89FB67936_6041_UN,OB(O)C1=CC(=CC(=C1)NC4CCC2=C(C=NC(=N2)C3=CC=CC=C3)C4)C#N,6.71312141418457,7.610790252685547,1.0050287246704102
AE3A83867A4B2CC1_39A9FF393F059066_7019_UN,C[Si](C)(C)C#CC1=CC(=CC(=C1)C=CC2=NOC3CCCC23)[S](=O)(=O)F,6.7232160568237305,7.629313945770264,1.0012305974960327
D1B6403434F40BB6_3D76F210DE36EA2B_6026_UN,[S](=O)(=O)(C1=CC2=C(C=C1)C3=C(C2)C=CC=C3)N7C[C@@H]4CCC[C@]4(C6=NN=C(C5CC5)O6)C7,6.569018363952637,7.4269856214523315,0.9987791478633881
41FDC60AB45EC410_34D2C5DBCB86B4F6_7015_UN,N(CCC1=NC(=NO1)C2CC2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5,6.4387335777282715,7.2577866315841675,0.9953936040401459
5598C24E9061B7E4_9943236D054F7CF4_6035_UN,CCOC(=O)C2=CNC1=CC(=N[N]1C2(OC3=NC(=NC(=C3)C4CC4)C5CC5)C(F)(F)F)C,6.65704345703125,7.549389123916626,0.9950016140937805
78E67749B09C3F70_03C2A41969194E22_6038_UN,CCCCCCCCCC1=NC6=C(C(=C1)OC(=O)C3=C2C=CC=CC2=NC4=C3CCC4=CC5=CC(=C(C=C5)Cl)Cl)C=CC=C6,6.48372220993042,7.318979740142822,0.9944874048233032
DBCF1F6C286A30D6_9E80880674553D2D_6041_UN,FC1=CC2=C(C(=C1)F)N=CC(=C2NC5CCC3=C(C=NC(=N3)C4=CC=CC=C4)C5)C#N,6.70043420791626,7.609088897705078,0.9936175346374512
C99B193C5F75FBE7_6B5E046148F2A834_6028_UN,C1C2(C1)C7=C(CN(C2)[S](C3=NN=C(O3)C56CC4CC(CC(C4)C5)C6)(=O)=O)C=CC=C7,6.5829033851623535,7.452625393867493,0.993434339761734
E9E3C641E9BEFE31_CAFC7E297FBBA4C0_6029_UN,CC(C)[N]1N=CC2=C1CCCC2N[S](C3=CC=CC(=C3)C[B-](F)(F)F)(=O)=O,6.543732166290283,7.4021008014678955,0.9921565651893616
FCE746B525AD1437_AE5FA6E899BBB10A_6026_UN,[S](=O)(=O)(C2=CC1=C(C=CC=C1Br)S2)N5CCN(C3=C(C#N)C=NC4=C3C=CC=C4)CC5,6.307649612426758,7.088167309761047,0.9915241301059723
E837F7B6AF3753A5_DD221DE29B5477E0_6028_UN,C1CC6=C(CN(C1)[S](C2=NN=C(O2)C45CC3CC(CC(C3)C4)C5)(=O)=O)C=CS6,6.520695686340332,7.374959945678711,0.9894757270812988
90EF5D516D80836E_45607085FCE92763_6026_UN,[S](=O)(=O)(C1=C(C=CS1)C2CC2)N3CCC(CC3)C4=NC(=CC=N4)C5CCOCC5,6.607888221740723,7.4912354946136475,0.9894616007804871
B2FBF046D2D31D42_AC26CEA743BBB4D2_6038_UN,C[Si](C)(C)C#CCOC(=O)C2=C1C=CC=CC1=NC3=C2CCC3=CC4=CC(=C(C=C4)Cl)Cl,6.486318588256836,7.329316139221191,0.9893314838409424
7351FFAACDC831A6_67D18F97DC9071E9_7019_DP,C[Si](C)(C)C#CC1=CC(=CC(=C1)C=CC2=NOC3CNCC23)[S](=O)(=O)F,6.69373083114624,7.60688591003418,0.9885663986206055
E6E91561A8934E8B_9E1DBB991120FF71_6029_UN,CC2=C(N[S](C1=CC=CC(=C1)C[B-](F)(F)F)(=O)=O)C=N[N]2C3CCOCC3,6.536581039428711,7.397481918334961,0.9884696006774902
C28AB748673C3EEC_E1AF4D68F81D6C45_6028_UN,C(N1CCN(CC1)[S](C2=NC5=C(C(=C2)C3=CC=CC=C3)C=C4OCCOC4=C5)(=O)=O)C6=CSC(=N6)C7=CC=CC=C7,6.515128135681152,7.370052218437195,0.9875889718532562
ADC2EFE6F7138FAE_64683EC28C94C250_2201_UN,BrC1=CC2=C(C=C1)[NH]C4=C2CCC5=C(C)C3=C(C=CC(=C3)[N](=O)=O)N=C45,6.500115871429443,7.352964162826538,0.9853927493095398
7AAEA48A71F0196C_753D61792C2DF627_6039_UN,O(C1=CC(=CC=C1)C2=N[NH]C=C2)CC3=CSC(=N3)C4=CC=C([S](C)(=O)=O)C=C4,6.429960250854492,7.266313314437866,0.9802252650260925
9E58D71F93BC6907_828841818AE88DA4_6041_UN,CC1=CC2=C(C(=C1)C)N=CC(=C2NC5CCC3=C(C=NC(=N3)C4=CC=CC=C4)C5)C#N,6.703595161437988,7.632378101348877,0.9793115854263306
D094E8256A8A647A_D3BF3FF7C9A2B84A_2201_UN,SC3=C(C=C2C1=NC5=C4C(=C1CCC2=N3)CCC4=CC6=C5CCC6)C#N,6.20775032043457,6.97832453250885,0.9740069210529327
AA943E48E08A178B_CD29F3FC7F0F79EC_2201_UN,CC6=CC2=C(CCC3=C(C1=CC(=CC(=C1)OC)OC)C4=C(N=C23)SC5=C4CCC(C5)C(C)(C)C)[N]6C7=CC(=CC=C7)C(F)(F)F,6.753167152404785,7.709826469421387,0.9707973003387451
434376A055169D51_CCF59BDAD9FACAAF_7015_UN,N(C1CCCC2=C1C=N[N]2C3CCCC3)[S](=O)(=O)C4=CC5=C(C=C4)N=C([NH]5)C6=CC=CC=C6,6.54036808013916,7.427012085914612,0.9701090157032013
0BB0B9E5D4D1927C_ECA916EDDFB504A6_2201_UN,ClC1=NC2=C(C=C1)CCC3=C(C4=C(N=C23)SC5=C4CCC5)C6=NC=C(C=C6)Cl,6.431497573852539,7.282493829727173,0.9696272015571594
C1B76C11C2F5A710_7A623FD824365915_6041_UN,OB(O)C2=C1C=CC=CC1=CC=C2NC3=C5C(=NC(=C3)C4=CC=CC=C4)C=CC=C5,6.273195266723633,7.073511719703674,0.9680614769458771
C87FEF6975B1459B_92ACC6894CCED443_6028_UN,C2CN(CC1=C(N=CC=C1)C2)[S](C3=NN=C(O3)C5=C4C=CC=CC4=NC(=C5)C6=CC=CS6)(=O)=O,6.38008975982666,7.216131210327148,0.9679913520812988
D2A71EEA5CF6BD27_FA1F694633B40D28_6041_UN,FC1=CC(=CC(=C1)NC4CCC2=C(C=NC(=N2)C3=CC=CC=C3)C4)C5(CC5)C#N,6.571124076843262,7.473108887672424,0.9662924110889435
6551A4AEBF0B4E3D_8009893B33D4FFC5_7019_UN,CCCCCCCCCCCCCCC=CC2CCC1CCCCC1C2,6.350018501281738,7.179292678833008,0.9655489921569824
DC0E83CA0BC603FB_2AFA1C4C2BB41E5C_6028_UN,CC1=NN=C(O1)C3CC2=C(C=CC=C2)CN3[S](C4=C(C(=CC(=N4)C5=CC=CS5)C6=CC=CC=C6)C#N)(=O)=O,6.660173416137695,7.593207955360413,0.9652674496173859
DB440AA87BE15566_F9D1B8532DF7DA95_7019_UN,CCCCCCCCCCCCCCC=CC1CCCC2=C1C=CC=C2,6.103265285491943,6.8517855405807495,0.9644261300563812
B57B59D5634E8CCA_944E5D011D006A6F_6028_UN,N(C1=CC2=C(C=C1)N=C(S2)C3CC3)[S](C4=C(C(=CC(=N4)C5=CC=CS5)C6=CC=CC=C6)C#N)(=O)=O,6.5110063552856445,7.396695375442505,0.9634848237037659
E40C1AD710E935F1_C7F7BCFF7F96774E_7015_UN,N(C1C(CC1)C2CCC2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5,6.394359588623047,7.24119508266449,0.9634632766246796
6297D7E2F1822349_592B58854588F96F_6028_UN,N#CC1=CN=C(C=C1)C2CCN(CC2)[S](C3=NN=C(O3)C5=C4C=CC=CC4=NC(=C5)C6=CC=CS6)(=O)=O,6.5846452713012695,7.495752573013306,0.9628308415412903
EF7A1AC02D8C4F6A_66F770EDBF2E70D3_6026_UN,[S](=O)(=O)(C2=CC1=C(C(=CN=C1)Br)S2)N6C[C@@H]3CCC[C@]3(C5=NN=C(C4CC4)O5)C6,6.61078405380249,7.532161474227905,0.9616629481315613
C4BFDDC050D38E0A_9DEACB2B51A39DA9_6039_UN,O(C(C1CCCCC1)C2=CC=CC=C2)CCCCCCCCCCCCCCCCCC,6.23539924621582,7.032757639884949,0.9608310163021088
1594E57381ED7C5A_9481338FFDD294B1_7019_UN,CCCCCCCCCCCCCCCC=CC2CCC1CCCCC1C2,6.366089344024658,7.207637548446655,0.9603611826896667
5EFD6ED58F60560E_50936312674FD78A_6039_UN,O(C2CCC1=C(C=CC=C1)NC2=O)CC3=CSC(=N3)C4=CC=C([S](C)(=O)=O)C=C4,6.4796142578125,7.361864328384399,0.9582160115242004
6DBFDF963E1E7742_EBB34E0B1C52CA1A_6039_UN,O(C1=CC=C(C=C1)C2=NOC(=N2)C3CC3)CC4=CSC(=N4)C5=CC=C([S](C)(=O)=O)C=C5,6.531064033508301,7.430796027183533,0.9579670131206512
9D15CF4D52DEA10D_AA20A1AEDDEBA51A_6041_UN,C1(=CC(=CC=C1)C#CC#N)NC4CCC3=NN=C(C2=CC=C(C=C2)F)[N]3C4,6.498885154724121,7.389889121055603,0.9564683139324188
289DC30E7B40B8A3_6DD01FCC7CBF3EEF_6039_UN,O(C(C1=CC=CS1)C2=NC=CC=C2)CCCCCCCCCCCCCCCCCC,6.087396621704102,6.841460227966309,0.9563014507293701
50392407382180C2_7C46CD996436B8F1_6029_UN,C1[C@@H]2CN(C[C@H]1C4=C2C=C3N=CC=NC3=C4)[S](C7=CC5=C(CC6=CC(=NN=C56)Cl)C=C7)(=O)=O,6.518194198608398,7.41694974899292,0.9554818868637085
5B73F3666EEA94F2_8DB327467CDF9A8D_6029_UN,N(C1CCN(C1)C2=C(C=C(C=N2)C(F)(F)F)Cl)[S](C3=CC=CC(=C3)C[B-](F)(F)F)(=O)=O,6.588187217712402,7.5111987590789795,0.9547881484031677
56291B5448B1C12D_04E8E54512A9EA0A_6026_UN,[S](=O)(=O)(C1=C[NH]N=C1C2CCC2)N3CC(C3)C4C6CC5CC(CC4C5)C6,6.627621650695801,7.564937591552734,0.95391845703125
D17C11755D5B4989_247135DD0F969A39_6039_UN,O(C1=CC=C(C=C1)C2CCC2)CC3=CSC(=N3)C4=CC=C([S](C)(=O)=O)C=C4,6.354687213897705,7.201549053192139,0.9535254240036011
6455506A9A773179_B7447D42F9B7C019_6026_UN,[S](=O)(=O)(C2=C1C=CC=C[N]1N=C2)N=C4N3CCCCCC3=NC5=C4C6=C(S5)CCCC6,6.293879985809326,7.1209094524383545,0.9531978964805603
BE4CF4329DD45B94_5CF7A166D2553C34_6041_UN,C2(=C1C(=CSC1=NC(=N2)C3=CC=CS3)C4=CC=CC=C4)NC6=C(C[S](C)(=O)=O)C=C5OCCOC5=C6,6.517219543457031,7.418802738189697,0.9531174898147583
89C783BA331131CE_6C50DFE9F373763E_2201_UN,FC(F)(F)C1NN=C3C1CCC4=C(C2=CC(=CC(=C2)OC)OC)C5=C(N=C34)SC6=C5CCC(C6)C(C)(C)C,6.747161865234375,7.728153467178345,0.9510467648506165
65B1F49B10646481_6E945358FED110CB_6029_UN,COC3CC2CN(CC1=C(N=CC=C1)N2C3)[S](C4=CSC(=N4)C5=CC=NC=C5)(=O)=O,6.569517135620117,7.492224335670471,0.9503488838672638
6F08A79F59A06C5D_D8D0C9643E398D81_6039_UN,O(C1=C(C=CC=C1)CC2=CC=NC=C2)CC3=CSC(=N3)C4=CC=C([S](C)(=O)=O)C=C4,6.2884039878845215,7.117644548416138,0.9501705765724182
239635D9FB134A0A_2898D19E877F24AF_6041_UN,COC1=CC2=C(C=C1)N=C(C(=C2)C#N)NC4CCC3=NC(=C[N]3C4)C5=C(C=C(C=C5)F)F,6.665102481842041,7.619914531707764,0.9501665830612183
7AF437D33F49DF77_A2418A608928B47B_6028_UN,N#CC1=CN=C(C=C1)C2CCN(CC2)[S](C3=NN=C(O3)C5=C4C=CC=CC4=NC(=C5)C6=CC=C(C=C6)Cl)(=O)=O,6.579716682434082,7.507202625274658,0.9493147134780884
3F419125E058A152_61C1BB06E04CF83B_6026_UN,COC1=C(C=CC=C1)[N]2C=C(C=N2)[S](=O)(=O)N3CC(C(F)(F)F)CC(C3)C(F)(F)F,6.424346923828125,7.30115020275116,0.9484842717647552
D362C6F4A688C707_1C67458B5A8BCDED_2201_UN,CCCCCCC1CCC2=C(C3=C(N=C12)C=CC=C3)C4=CC=C(C=C4)F,6.073139667510986,6.832909107208252,0.9484578371047974
EA50494F0B2D7612_923177FF0DE0A91E_2201_UN,CCCCCCCCC3CCC4=C(C1=C(SC2=C1CCC(C)C2)N=C34)C5=CC=CC=C5,6.581125259399414,7.511308550834656,0.9476438462734222
