uid,hotkey,molecule_name,url_path,smiles,target_score,antitarget_score,weighted_diff_score,block,stake,order_in_block,final_score
91,5GgfV485mcASqZBdyPzZsL9evhksPCizS2fqKRiA5tnfYVqX,FF90E3BF7458BD7C_3BDCBF445D0A86DB_6038_DP,LLystrblu/sn68/main/b06b35873fb88164260d.txt,N2C3C1CC(CC1C2)C3NC(=O)C(N4CCCCC4=O)C5=CC=CC=C5,8.697456359863281,6.2122673988342285,4.03825581073761,5329442,0.0,0,4.03825581073761
112,5CBDR44iXSCnimDx9bQ7jeuevNthmjje7g7B76QNQ5ahBWR6,7F5CA157A6550914_94868E9953BA58BD_6038_UN,LLystrblu/sn68/main/6f5889ad42b3338b9aa5.txt,O(C1CCOC(C1)C2CCOC2)C(=O)C(C3CCCC3)C4=CC=NC=C4,8.774454116821289,6.319542288780212,4.03479740023613,5329446,0.0,1,4.033797400236129
139,5EBxmptXDcDEhYATwvPtRRR5n7VYfaQFGMguSGHeAnSBWzWi,5017961F40790B22_4D1541D85E562EAC_6038_UN,LLystrblu/sn68/main/2f9a46bceaecac86df7f.txt,O(C2C1CCOC1C23CCC3)C(=O)C(C4CCCCC4)C5=CN=CC=C5,8.768033027648926,6.354188919067383,4.002391338348389,5329444,0.0,4,3.9983913383483887
110,5DUDorqHN98kNFXYw32VhZnmhnZny5Qgh6JNZzoYzhXnos2R,33083B7B324E76A1_3CAA7114E09B032E_6038_DP,LLystrblu/sn68/main/035ea4165fafe1839f36.txt,CC(NC(C1CNCC1C2CCNCC2)=O)C35CC4CC(CC(C3)C4)C5,8.915578842163086,6.582543969154358,3.9786708652973175,5329442,0.0,1,3.9776708652973176
96,5F546SAXoovpA7LQn39f2WRaUjRkAn4mXd2cP3shjoQGpKtr,CC2BD34F47E1A4F4_A95C389222FA7B54_6038_UN,commander-hawk/68/main/8db1156c77f4ccb3fa0d.txt,CC(OC(=O)C(C1CCCCCC1)N2CCCCC2)C3=NC=C(C=C3)F,8.311866760253906,5.8077675104141235,3.9560411274433136,5329447,0.0,0,3.9560411274433136
52,5G6UfnJE1TyUH7UC9XHFadGb1rvWeUGYnEaqG7N6Sb5Rmdbh,565DE84EFA6F4017_B4803B410EA6F564_6038_UN,commander-hawk/68/main/cc1fad39e4196782d11b.txt,CC(NC(=O)C1C(C2CC1C=C2)C3=CC=CC=C3)C(C)N4CCOCC4,8.508756637573242,6.179798364639282,3.8739078640937805,5329446,0.0,0,3.8739078640937805
87,5H1ShoiMBfMozEV375vxdgVt5vkGvQix65QyJcFigrm5H756,F5FCE564D47A36B6_CDAD7202D1279C3E_6038_DP,LLystrblu/sn68/main/63555463d6b480c200e7.txt,CC(NC(C1CCNC12CCCC2)=O)C(N3CCCC3)C4=CC=CC=C4,8.620969772338867,6.330602288246155,3.873018056154251,5329443,0.0,7,3.866018056154251
32,5ELRR7UBv9Hv16AuMabqdjoGnDnjESn4HbVAUq3dLZfoAPRT,B4C6F95D8B7859ED_34C8C7626CE550B0_6038_UN,commander-hawk/68/main/d3c8a04fbd58cbef27aa.txt,CCO[C@@H]1CCCC[C@H]1OC(=O)C(N2CCOCC2)C3=CC(=CC=C3)F,8.383134841918945,6.037377417087555,3.855101779103279,5329443,0.0,2,3.8531017791032793
114,5G9isXT1FM9BmMnXz8dXe8Et2TfMx2vvxjt16nqYJuNxNbZh,B4C6F95D8B7859ED_34C8C7626CE550B0_6038_UN,bitty-labs/novasubs/main/6d7c0c76a81492fa3028.txt,CCO[C@@H]1CCCC[C@H]1OC(=O)C(N2CCOCC2)C3=CC(=CC=C3)F,8.383134841918945,6.037377417087555,3.855101779103279,5329445,0.0,4,3.851101779103279
6,5CZu6Rr7MhTdQ14wdBtzv1bjT2AJSLXDnw48q3PJbPzUPjJU,CC75FFE77FB6968D_C561A6EFE3A10A42_6038_UN,commander-hawk/68/main/5c4d94249189d0761f68.txt,O(CC1CCC(CC1)C2OCCO2)C(=O)C45CC3CC(CC(F)(C3)C4)C5,8.312566757202148,5.957571923732758,3.8443878144025803,5329443,0.0,0,3.8443878144025803
